id,language,buggy_code,fixed_code,description,label,time_to_fix,complexity_score,lines_of_code,bug_type,severity_level,date_reported,date_fixed,fix_status,developer_id
738,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,293,1.52,7,Syntax,Medium,2020-08-07,2022-03-22,In-Progress,1733
739,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,262,7.14,24,Performance,Low,2021-11-07,2021-02-22,In-Progress,1293
740,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,268,9.93,44,Performance,Critical,2021-02-06,2021-05-11,Pending,3755
741,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,33,1.53,27,Security,High,2024-06-23,2020-01-27,Fixed,1929
742,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,188,8.16,5,Compilation,Critical,2024-01-03,2024-06-07,Verified,4898
743,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,300,7.94,19,Syntax,Low,2023-11-08,2024-07-08,In-Progress,4674
744,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,172,2.15,10,Security,Critical,2020-10-05,2024-12-14,Verified,4650
745,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,76,9.18,44,Compilation,Medium,2023-11-29,2024-09-16,Verified,3970
746,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,148,9.37,22,Logic,High,2020-02-19,2022-11-15,In-Progress,3082
747,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,166,5.1,33,Logic,Medium,2021-03-29,2024-11-23,Pending,2564
748,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,134,8.55,50,Logic,Critical,2023-07-22,2023-10-16,Verified,3058
749,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,146,4.09,35,Performance,High,2023-06-19,2021-11-07,Fixed,4459
750,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,127,7.74,44,Performance,High,2021-03-29,2021-12-08,Verified,3616
751,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,146,7.68,38,Security,Critical,2020-04-08,2021-11-26,Pending,4034
752,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,215,7.89,26,Syntax,Critical,2021-01-04,2022-06-19,Fixed,2543
753,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,34,8.28,28,Logic,Critical,2020-05-12,2020-08-07,In-Progress,3283
754,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,287,2.34,44,Runtime,Low,2024-11-12,2020-07-16,Pending,2056
755,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,67,5.96,11,Security,Critical,2021-01-31,2022-03-25,Verified,1595
756,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,104,1.53,47,Performance,Low,2022-12-26,2020-03-17,Pending,1278
757,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,102,2.6,12,Syntax,High,2023-04-01,2022-02-24,Pending,4403
758,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,90,7.67,12,Syntax,Low,2022-11-17,2020-02-18,Fixed,2167
759,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,175,7.24,16,Security,Critical,2024-06-06,2020-07-25,Verified,2102
760,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,82,6.23,24,Performance,Medium,2020-09-18,2023-10-29,In-Progress,1829
761,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,186,3.98,5,Runtime,High,2021-04-24,2023-07-05,Fixed,3958
762,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,59,6.21,31,Syntax,Low,2023-02-23,2022-06-29,Fixed,2825
763,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,152,2.72,18,Syntax,High,2020-07-29,2024-04-20,In-Progress,2310
764,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,225,9.02,16,Compilation,High,2024-09-25,2021-01-10,In-Progress,1170
765,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,222,5.04,8,Logic,High,2020-10-30,2021-02-14,Fixed,4426
766,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,34,4.13,34,Runtime,High,2023-08-11,2023-05-05,Verified,2657
767,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,191,2.88,33,Performance,High,2023-01-02,2022-12-15,Fixed,1323
768,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,207,5.17,15,Logic,Low,2024-03-09,2022-06-03,Fixed,1997
769,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,141,6.19,44,Logic,High,2020-12-21,2024-06-10,In-Progress,3708
770,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,43,2.64,28,Syntax,Low,2022-07-25,2024-05-04,Verified,4005
771,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,68,1.82,45,Logic,High,2020-03-20,2024-03-25,Verified,3990
772,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,34,4.75,16,Security,High,2021-08-01,2020-03-08,Fixed,1436
773,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,196,1.4,39,Syntax,Low,2020-04-05,2020-06-15,Verified,1590
774,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,81,9.48,43,Security,Medium,2020-04-02,2024-05-24,In-Progress,1662
775,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,105,2.36,18,Compilation,Low,2020-02-22,2021-11-27,Verified,2809
776,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,27,4.12,12,Runtime,High,2024-03-02,2021-04-28,Fixed,2042
777,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,170,5.47,28,Runtime,Low,2023-11-28,2022-07-11,In-Progress,3990
778,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,288,7.31,50,Performance,Low,2022-01-17,2020-04-29,Fixed,3277
779,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,265,4.84,20,Security,Low,2022-07-27,2022-12-12,In-Progress,3301
780,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,27,1.57,49,Compilation,Medium,2021-09-06,2023-09-18,Fixed,2370
781,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,172,4.53,27,Logic,High,2021-07-06,2023-08-11,In-Progress,3997
782,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,265,2.06,44,Syntax,Low,2023-06-30,2020-03-09,Fixed,2551
783,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,181,7.87,29,Compilation,Critical,2023-01-16,2024-08-08,Pending,2902
784,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,85,8.11,39,Runtime,Medium,2020-08-22,2023-05-04,Fixed,3353
785,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,22,6.96,29,Runtime,Low,2022-04-18,2020-11-27,Fixed,4587
786,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,294,6.25,8,Syntax,Critical,2021-03-30,2020-04-27,Pending,2285
787,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,286,9.44,39,Syntax,Critical,2022-02-05,2022-03-21,Fixed,2903
788,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,209,1.95,25,Runtime,Medium,2023-08-07,2022-01-24,Pending,4581
789,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,184,8.55,30,Runtime,Low,2020-06-09,2023-02-05,Pending,3772
790,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,209,8.13,22,Performance,Low,2021-03-14,2024-10-14,In-Progress,3373
791,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,205,2.22,31,Runtime,Medium,2020-05-03,2021-03-08,Verified,3751
792,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,199,5.69,23,Compilation,Critical,2020-01-15,2022-07-08,Pending,4640
793,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,167,5.86,41,Logic,Medium,2021-02-22,2023-03-06,Pending,4220
794,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,22,8.08,28,Syntax,High,2022-03-04,2021-02-15,Verified,3694
795,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,224,1.17,8,Compilation,Critical,2024-03-09,2023-06-09,Fixed,4630
796,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,58,6.56,20,Syntax,Critical,2020-07-27,2022-08-23,In-Progress,2206
797,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,297,6.88,15,Performance,High,2020-07-04,2021-06-18,Fixed,2122
798,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,20,8.5,28,Syntax,Medium,2024-07-20,2022-11-05,Pending,2782
799,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,162,4.68,8,Security,Low,2020-07-12,2024-08-05,Verified,4442
800,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,269,9.56,45,Logic,Medium,2024-01-30,2022-05-02,Pending,2262
801,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,124,8.82,39,Syntax,High,2024-03-15,2023-07-02,Fixed,1616
802,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,251,7.51,27,Logic,High,2022-10-15,2021-08-13,In-Progress,1776
803,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,41,7.68,28,Logic,Medium,2021-06-06,2023-12-15,Pending,3849
804,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,220,6.7,32,Runtime,Medium,2020-09-27,2024-11-07,Verified,4343
805,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,115,3.49,7,Runtime,High,2024-04-16,2023-09-26,Pending,3032
806,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,276,8.74,27,Compilation,High,2021-09-19,2024-02-02,In-Progress,1240
807,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,259,9.52,11,Syntax,Low,2021-12-01,2023-05-02,Pending,4125
808,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,54,7.54,37,Security,Medium,2020-11-01,2021-11-17,In-Progress,4385
809,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,259,4.15,5,Syntax,High,2023-12-17,2020-03-30,Verified,4222
810,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,213,8.99,22,Performance,High,2021-06-07,2021-03-30,In-Progress,3635
811,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,259,9.97,8,Logic,Medium,2024-05-16,2020-05-30,Fixed,4812
812,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,167,4.88,47,Performance,Low,2024-07-21,2022-05-14,Fixed,2955
813,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,18,5.94,35,Runtime,High,2021-06-03,2022-07-10,In-Progress,3299
814,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,283,8.27,49,Syntax,Critical,2023-12-31,2022-07-25,Verified,2240
815,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,187,3.62,5,Compilation,Low,2020-06-09,2022-06-27,Verified,4886
816,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,112,6.14,8,Logic,Medium,2024-02-01,2022-08-14,Verified,2138
817,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,45,3.17,35,Compilation,Low,2020-06-27,2020-12-30,In-Progress,1435
818,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,280,9.53,8,Runtime,High,2020-01-20,2024-07-16,Fixed,1709
819,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,225,4.11,43,Syntax,Critical,2021-08-30,2021-07-19,Fixed,4280
820,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,52,2.58,27,Performance,Medium,2023-02-23,2023-01-01,Fixed,4534
821,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,133,4.21,36,Security,High,2024-04-03,2021-05-14,Fixed,4064
822,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,169,9.63,8,Runtime,High,2021-07-25,2023-09-12,Fixed,3480
823,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,177,1.51,29,Security,Low,2020-08-15,2021-08-01,Pending,2486
824,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,64,6.02,22,Compilation,Medium,2023-07-11,2023-06-09,In-Progress,2629
825,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,256,3.33,11,Security,Critical,2021-09-27,2024-03-18,In-Progress,1820
826,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,295,2.94,42,Runtime,Low,2022-09-30,2020-08-11,Pending,4754
827,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,134,9.73,47,Logic,Medium,2023-06-15,2020-03-31,Pending,4720
828,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,238,2.71,32,Runtime,High,2024-06-15,2024-12-20,In-Progress,2641
829,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,41,5.44,44,Logic,Critical,2023-10-16,2024-05-23,Pending,4154
830,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,263,6.82,16,Syntax,Critical,2024-04-16,2023-08-05,In-Progress,4510
831,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,41,2.79,36,Security,Low,2023-09-24,2023-03-06,Fixed,1277
832,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,14,6.78,15,Security,Medium,2020-10-23,2021-10-14,Verified,3962
833,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,95,2.91,50,Performance,High,2024-09-27,2024-12-08,In-Progress,1208
834,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,225,9.7,9,Compilation,Critical,2023-04-08,2023-11-20,Fixed,3134
835,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,107,4.86,39,Security,Low,2022-11-23,2020-06-30,In-Progress,2677
836,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,96,4.32,11,Security,High,2022-04-23,2023-01-11,Pending,1976
837,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,191,4.93,36,Syntax,High,2023-09-11,2021-03-15,In-Progress,1605
838,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,263,6.5,19,Syntax,High,2024-10-12,2024-03-13,Fixed,3684
839,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,118,8.43,25,Security,Critical,2021-03-06,2024-12-27,In-Progress,3245
840,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,93,5.56,26,Security,Medium,2022-05-09,2023-05-01,Fixed,3744
841,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,36,3.97,10,Syntax,Low,2021-05-19,2022-09-24,Pending,1824
842,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,186,7.31,23,Logic,Critical,2022-12-25,2020-04-29,Pending,3441
843,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,64,8.52,20,Security,Low,2020-07-18,2024-04-10,Verified,3253
844,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,122,7.42,14,Logic,Medium,2021-09-18,2024-12-21,Pending,3375
845,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,35,8.19,20,Syntax,Medium,2021-04-06,2022-04-05,Fixed,4486
846,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,262,6.59,20,Runtime,Medium,2020-06-12,2021-09-20,In-Progress,1194
847,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,274,1.28,12,Syntax,High,2021-02-26,2020-02-23,Pending,3112
848,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,187,5.53,6,Runtime,High,2024-01-07,2022-08-22,Pending,4405
849,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,11,6.29,23,Logic,Medium,2021-09-05,2023-09-25,Verified,3091
850,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,19,9.75,43,Runtime,Critical,2022-08-31,2021-07-15,In-Progress,1376
851,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,290,2.31,34,Performance,High,2023-10-08,2021-11-04,Verified,2391
852,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,116,2.87,20,Runtime,Low,2022-03-31,2024-05-17,Verified,2384
853,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,74,3.45,49,Compilation,Medium,2020-11-13,2021-02-02,Pending,3508
854,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,242,2.73,37,Syntax,Low,2021-08-10,2024-04-03,Pending,2593
855,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,276,9.59,19,Runtime,Critical,2024-04-21,2020-10-10,Fixed,3968
856,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,288,2.49,44,Compilation,Critical,2024-10-08,2024-01-14,Verified,2482
857,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,218,8.57,10,Security,High,2020-11-16,2022-09-30,Fixed,2952
858,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,250,4.3,30,Security,Critical,2021-12-26,2023-02-06,Fixed,4519
859,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,184,9.79,11,Runtime,High,2021-03-04,2021-07-17,Verified,2890
860,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,168,2.11,20,Syntax,High,2022-07-14,2021-07-07,Verified,4060
861,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,254,8.63,46,Syntax,High,2020-11-11,2024-06-28,Verified,2899
862,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,134,5.69,40,Logic,Low,2024-10-10,2020-11-13,In-Progress,4437
863,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,149,2.61,20,Syntax,High,2024-05-05,2020-05-05,In-Progress,2615
864,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,271,5.39,9,Security,Critical,2023-06-29,2022-02-20,In-Progress,2666
865,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,153,4.12,37,Compilation,High,2022-07-24,2022-02-02,Verified,3712
866,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,38,2.94,30,Compilation,High,2022-08-06,2020-01-22,Pending,2465
867,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,48,3.59,28,Logic,Low,2022-03-09,2024-08-28,In-Progress,1859
868,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,48,3.09,27,Runtime,Critical,2024-01-06,2024-09-22,In-Progress,3221
869,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,97,8.52,21,Security,Low,2024-01-28,2024-02-06,Pending,3400
870,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,78,8.36,39,Logic,Low,2023-01-22,2024-04-02,Verified,2179
871,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,158,1.29,41,Runtime,Low,2022-11-21,2021-11-18,Fixed,3780
872,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,187,2.61,37,Performance,Medium,2020-06-14,2024-01-05,Verified,4074
873,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,21,3.03,42,Performance,Low,2023-12-20,2023-08-22,Verified,1001
874,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,143,9.45,50,Compilation,Medium,2023-02-15,2020-08-29,Fixed,3946
875,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,41,5.2,46,Runtime,High,2021-02-05,2023-06-22,Fixed,1653
876,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,135,2.33,14,Syntax,High,2022-06-20,2023-07-12,Fixed,2801
877,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,280,1.65,18,Performance,Critical,2024-11-19,2024-07-31,In-Progress,2102
878,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,247,8.96,30,Runtime,Medium,2021-04-26,2020-02-05,Verified,4499
879,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,217,9.7,33,Syntax,Critical,2021-03-15,2022-05-30,Pending,1673
880,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,20,8.15,36,Runtime,High,2020-09-25,2024-10-02,Fixed,4986
881,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,255,4.14,25,Performance,Medium,2023-03-22,2022-01-09,Verified,1165
882,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,65,7.44,10,Logic,Medium,2023-07-21,2021-04-20,Fixed,3699
883,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,218,2.9,7,Syntax,High,2020-12-15,2022-12-01,In-Progress,3023
884,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,171,3.4,13,Runtime,Low,2024-01-07,2020-10-02,In-Progress,4227
885,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,269,3.93,11,Security,Critical,2020-06-23,2024-11-18,Verified,4096
